EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, BAT, CNT, VALID, DT, TRIG
125688.600,119645.700,149373.300,420248.600,148950.300,144955.300,130695.500,141332.100,-0.166,0.935,-0.313,-4.822,2.014,-0.549,66.667,100.000,1.000,0.003,0.000
125741.200,119705.800,149428.500,420282.500,149007.500,145007.700,130749.600,141413.900,-0.166,0.933,-0.313,-4.822,1.740,-0.854,66.667,101.000,1.000,2.532,0.000
125740.100,119707.700,149428.600,420458.200,149227.100,145152.300,130898.800,141629.100,-0.166,0.936,-0.310,-4.333,1.556,-1.038,66.667,102.000,1.000,2.508,0.000
125687.700,119657.900,149375.600,420500.700,149330.900,145215.400,130963.400,141713.500,-0.166,0.938,-0.313,-4.242,1.526,-1.404,66.667,103.000,1.000,2.562,0.000
125675.000,119648.700,149357.800,420289.300,149166.800,145112.000,130854.500,141541.600,-0.170,0.950,-0.312,-4.089,1.434,-1.556,66.667,104.000,1.000,25.029,0.000
125651.100,119621.400,149327.900,419994.900,148893.100,144909.100,130656.500,141284.500,-0.167,0.954,-0.314,-3.967,1.221,-1.648,66.667,105.000,1.000,5.504,0.000
125649.800,119613.900,149322.600,419976.500,148890.400,144898.000,130647.700,141302.700,-0.169,0.959,-0.313,-4.150,1.038,-1.617,66.667,106.000,1.000,0.009,0.000
125652.400,119611.900,149323.000,420167.400,149117.300,145042.600,130799.900,141526.300,-0.164,0.957,-0.308,-4.242,0.641,-1.617,66.667,107.000,1.000,3.707,0.000
125644.600,119602.600,149316.600,420266.700,149268.800,145148.400,130909.800,141653.700,-0.160,0.953,-0.309,-4.486,0.458,-1.526,66.667,108.000,1.000,0.012,0.000
125637.500,119593.900,149306.600,420067.700,149111.300,145049.100,130805.300,141485.000,-0.166,0.955,-0.310,-4.547,0.305,-1.404,66.667,109.000,1.000,0.003,0.000
125639.000,119599.400,149306.000,419802.900,148867.500,144881.100,130631.000,141252.700,-0.171,0.952,-0.312,-4.669,0.153,-1.343,66.667,110.000,1.000,0.003,0.000
125636.600,119596.900,149305.500,419800.100,148871.800,144871.900,130617.400,141272.200,-0.175,0.954,-0.308,-4.730,-0.183,-1.190,66.667,111.000,1.000,2.515,0.000
125617.800,119576.800,149289.500,419977.000,149082.400,145005.200,130754.500,141482.100,-0.180,0.954,-0.310,-4.913,-0.702,-1.068,66.667,112.000,1.000,0.010,0.000
125615.700,119573.300,149286.800,420082.700,149236.400,145114.100,130873.000,141622.200,-0.177,0.957,-0.309,-5.127,-1.160,-1.129,66.667,113.000,1.000,1.892,0.000
125617.300,119578.300,149284.600,419892.200,149085.600,145023.200,130783.000,141465.400,-0.172,0.963,-0.309,-5.280,-1.617,-1.251,66.667,114.000,1.000,2.501,0.000
125603.900,119563.900,149265.500,419618.600,148825.200,144846.100,130593.400,141210.200,-0.167,0.966,-0.309,-5.676,-2.075,-1.190,66.667,115.000,1.000,3.797,0.000
125598.300,119553.500,149255.800,419613.300,148823.300,144834.600,130580.300,141230.700,-0.168,0.974,-0.307,-6.134,-2.319,-1.099,66.667,116.000,1.000,13.725,0.000
125606.300,119555.300,149260.300,419821.800,149053.200,144982.700,130735.500,141462.200,-0.167,0.972,-0.302,-6.775,-2.563,-1.007,66.667,117.000,1.000,3.622,0.000
125608.000,119551.700,149258.300,419931.000,149207.600,145087.800,130850.800,141597.200,-0.170,0.968,-0.299,-7.568,-2.838,-0.671,66.667,118.000,1.000,0.012,0.000
125568.300,119508.400,149211.800,419698.200,149006.200,144937.800,130692.200,141385.200,-0.168,0.959,-0.289,-8.209,-3.113,-0.366,66.667,119.000,1.000,0.005,0.000
125549.700,119492.200,149189.700,419420.200,148735.500,144749.200,130486.900,141124.800,-0.166,0.945,-0.288,-8.881,-3.296,-0.244,66.667,120.000,1.000,2.641,0.000
125567.700,119517.300,149209.300,419439.200,148765.800,144775.600,130517.700,141172.300,-0.172,0.933,-0.281,-9.155,-3.418,-0.122,66.667,121.000,1.000,3.742,0.000
125588.500,119541.700,149231.700,419670.800,149022.600,144943.900,130692.700,141427.200,-0.176,0.919,-0.286,-9.216,-3.571,-0.153,66.667,122.000,1.000,8.671,0.000
125594.500,119545.900,149235.200,419786.300,149184.300,145049.700,130807.800,141564.300,-0.181,0.911,-0.291,-9.064,-3.693,-0.214,66.667,123.000,1.000,2.558,0.000
125640.800,119594.000,149277.600,419640.400,149071.200,144995.000,130749.400,141439.900,-0.183,0.909,-0.289,-8.759,-4.242,-0.458,66.667,124.000,1.000,3.767,0.000
125633.000,119586.100,149266.400,419379.000,148811.500,144819.900,130560.800,141187.100,-0.182,0.910,-0.291,-8.209,-4.578,-0.580,66.667,125.000,1.000,9.414,0.000
125619.600,119572.300,149253.200,419378.300,148806.400,144799.400,130541.400,141209.700,-0.180,0.918,-0.291,-7.507,-4.852,-0.580,66.667,126.000,1.000,0.014,0.000
125610.600,119566.500,149249.400,419588.100,149034.900,144944.000,130700.400,141436.300,-0.175,0.931,-0.288,-7.080,-5.219,-0.488,66.667,127.000,1.000,1.808,0.000
125590.300,119544.500,149224.400,419683.400,149172.300,145034.500,130802.800,141553.000,-0.172,0.946,-0.283,-6.775,-5.371,-0.244,66.667,128.000,1.000,8.778,0.000
125582.700,119535.900,149209.400,419480.400,149003.800,144928.100,130698.800,141376.500,-0.161,0.954,-0.284,-6.653,-5.585,0.000,66.667,129.000,1.000,3.053,0.000
125607.500,119566.800,149230.200,419252.800,148779.300,144793.100,130547.500,141163.700,-0.153,0.954,-0.284,-6.897,-5.493,0.549,66.667,130.000,1.000,0.009,0.000
125603.900,119558.000,149226.400,419265.700,148788.700,144779.500,130543.400,141195.300,-0.144,0.951,-0.278,-6.775,-5.310,0.824,66.667,131.000,1.000,1.900,0.000
125600.100,119548.800,149224.100,419476.600,149017.800,144922.000,130698.700,141430.300,-0.139,0.949,-0.281,-6.622,-5.035,1.160,66.667,132.000,1.000,11.205,0.000
125567.700,119518.600,149193.300,419562.800,149140.400,144995.000,130778.500,141530.100,-0.143,0.954,-0.280,-6.409,-4.547,1.556,66.667,133.000,1.000,3.201,0.000
125549.000,119498.300,149172.100,419359.300,148962.300,144884.200,130657.200,141344.700,-0.144,0.956,-0.280,-6.470,-4.242,1.801,66.667,134.000,1.000,0.009,0.000
125568.700,119521.800,149190.500,419126.900,148735.700,144743.200,130502.100,141118.900,-0.149,0.954,-0.276,-6.409,-4.059,2.197,66.667,135.000,1.000,1.817,0.000
125550.300,119502.100,149173.800,419130.200,148729.600,144724.200,130483.100,141133.500,-0.149,0.946,-0.276,-6.348,-3.784,2.380,66.667,136.000,1.000,8.767,0.000
125555.900,119507.100,149183.000,419357.800,148965.800,144880.800,130646.400,141380.100,-0.142,0.936,-0.279,-6.134,-3.693,2.441,66.667,137.000,1.000,4.448,0.000
125549.500,119503.300,149179.200,419470.900,149116.200,144984.200,130755.900,141510.800,-0.139,0.932,-0.280,-5.585,-3.357,2.686,66.667,138.000,1.000,0.010,0.000
125525.100,119483.300,149155.800,419263.800,148940.200,144867.600,130641.900,141329.900,-0.136,0.929,-0.285,-5.157,-3.143,2.716,66.667,139.000,1.000,8.057,0.000
